city,region,region_type,federal_district,capital_marker,population,timezone,geo_lat,geo_lon
Адыгейск,Адыгея,Респ,Южный,0,12689,UTC+3,44.878414,39.190289
Майкоп,Адыгея,Респ,Южный,2,144055,UTC+3,44.6098268,40.1006606
Горно-Алтайск,Алтай,Респ,Сибирский,2,62861,UTC+7,51.9581028,85.9603235
Алейск,Алтайский,край,Сибирский,0,28528,UTC+7,52.4922513,82.7793606
Барнаул,Алтайский,край,Сибирский,2,635585,UTC+7,53.3479968,83.7798064
Белокуриха,Алтайский,край,Сибирский,0,15072,UTC+7,51.996152,84.9839604
Бийск,Алтайский,край,Сибирский,0,203826,UTC+7,52.5393864,85.2138453
Горняк,Алтайский,край,Сибирский,1,13040,UTC+7,50.9979622,81.4643358
Заринск,Алтайский,край,Сибирский,0,47035,UTC+7,53.7063476,84.9315081
Змеиногорск,Алтайский,край,Сибирский,1,10569,UTC+7,51.1581094,82.1872547
Камень-на-Оби,Алтайский,край,Сибирский,1,41787,UTC+7,53.7913974,81.3545053
Новоалтайск,Алтайский,край,Сибирский,0,73134,UTC+7,53.4119759,83.9311069
Рубцовск,Алтайский,край,Сибирский,0,146386,UTC+7,51.5012067,81.2078695
Славгород,Алтайский,край,Сибирский,0,30370,UTC+7,52.999463,78.6459232
Яровое,Алтайский,край,Сибирский,0,18085,UTC+7,52.9252146,78.5729775
Белогорск,Амурская,обл,Дальневосточный,0,68220,UTC+9,50.9213415,128.4739471
Благовещенск,Амурская,обл,Дальневосточный,2,214397,UTC+9,50.290659,127.527198
Завитинск,Амурская,обл,Дальневосточный,1,11481,UTC+9,50.1064111,129.4391813
Зея,Амурская,обл,Дальневосточный,0,25042,UTC+9,53.7340088,127.265787
Райчихинск,Амурская,обл,Дальневосточный,0,20499,UTC+9,49.7941615,129.4112492
Свободный,Амурская,обл,Дальневосточный,0,58594,UTC+9,51.3614103,128.1219729
Сковородино,Амурская,обл,Дальневосточный,1,9561,UTC+9,53.9871095,123.9437205
Тында,Амурская,обл,Дальневосточный,0,35574,UTC+9,55.1546441,124.7468904
Циолковский,Амурская,обл,Дальневосточный,0,6208,UTC+9,51.762481,128.1219846
Шимановск,Амурская,обл,Дальневосточный,0,19815,UTC+9,52.0051886,127.7005458
Архангельск,Архангельская,обл,Северо-Западный,2,348716,UTC+3,64.5394289,40.5169606
Вельск,Архангельская,обл,Северо-Западный,1,23885,UTC+3,61.066,42.1032789
Каргополь,Архангельская,обл,Северо-Западный,1,10148,UTC+3,61.5009724,38.9636966
Коряжма,Архангельская,обл,Северо-Западный,0,39629,UTC+3,61.2885948,47.1003015
Котлас,Архангельская,обл,Северо-Западный,1,60562,UTC+3,61.2528972,46.633242
Мезень,Архангельская,обл,Северо-Западный,1,3599,UTC+3,65.8398078,44.2532273
Мирный,Архангельская,обл,Северо-Западный,0,30259,UTC+3,62.7645265,40.3360076
Новодвинск,Архангельская,обл,Северо-Западный,0,40612,UTC+3,64.4136851,40.8208143
Няндома,Архангельская,обл,Северо-Западный,1,22354,UTC+3,61.6654674,40.2062947
Онега,Архангельская,обл,Северо-Западный,1,21359,UTC+3,63.9162928,38.0805031
Северодвинск,Архангельская,обл,Северо-Западный,0,192265,UTC+3,64.5625385,39.8180934
Сольвычегодск,Архангельская,обл,Северо-Западный,0,2460,UTC+3,61.3319616,46.920441
Шенкурск,Архангельская,обл,Северо-Западный,1,5702,UTC+3,62.1057272,42.8996973
Астрахань,Астраханская,обл,Южный,2,520662,UTC+4,46.3655652,48.0559236
Ахтубинск,Астраханская,обл,Южный,1,41898,UTC+4,48.2752034,46.1906462
Знаменск,Астраханская,обл,Южный,0,29357,UTC+4,48.5866291,45.7368019
Камызяк,Астраханская,обл,Южный,1,16291,UTC+4,46.110579,48.07333
Нариманов,Астраханская,обл,Южный,1,11386,UTC+4,46.6916565,47.8502476
Харабали,Астраханская,обл,Южный,1,18209,UTC+4,47.408999,47.2525345
Агидель,Башкортостан,Респ,Приволжский,0,16365,UTC+5,55.8999056,53.9220144
Баймак,Башкортостан,Респ,Приволжский,1,17710,UTC+5,52.5912896,58.3110998
Белебей,Башкортостан,Респ,Приволжский,1,60183,UTC+5,54.1034582,54.1113129
Белорецк,Башкортостан,Респ,Приволжский,1,68804,UTC+5,53.9676488,58.4100419
Бирск,Башкортостан,Респ,Приволжский,1,41637,UTC+5,55.4155753,55.5582214
Благовещенск,Башкортостан,Респ,Приволжский,1,34246,UTC+5,55.0499867,55.9553186
Давлеканово,Башкортостан,Респ,Приволжский,1,24040,UTC+5,54.2226707,55.0312373
Дюртюли,Башкортостан,Респ,Приволжский,1,31272,UTC+5,55.4848318,54.8524765
Ишимбай,Башкортостан,Респ,Приволжский,1,66259,UTC+5,53.4545764,56.0438751
Кумертау,Башкортостан,Респ,Приволжский,0,62854,UTC+5,52.7564939,55.7970197
Межгорье,Башкортостан,Респ,Приволжский,0,17353,UTC+5,54.2397689,57.9614547
Мелеуз,Башкортостан,Респ,Приволжский,1,61408,UTC+5,52.9589532,55.9282838
Нефтекамск,Башкортостан,Респ,Приволжский,0,121757,UTC+5,56.088377,54.2483061
Октябрьский,Башкортостан,Респ,Приволжский,0,109379,UTC+5,54.4815311,53.4655972
Салават,Башкортостан,Респ,Приволжский,0,156085,UTC+5,53.3616974,55.9245224
Сибай,Башкортостан,Респ,Приволжский,0,62732,UTC+5,52.7204651,58.6663783
Стерлитамак,Башкортостан,Респ,Приволжский,1,273432,UTC+5,53.6300864,55.9317089
Туймазы,Башкортостан,Респ,Приволжский,1,66849,UTC+5,54.5999224,53.6950623
Уфа,Башкортостан,Респ,Приволжский,2,1062300,UTC+5,54.734944,55.9578468
Учалы,Башкортостан,Респ,Приволжский,1,37771,UTC+5,54.3067375,59.4125461
Янаул,Башкортостан,Респ,Приволжский,1,26988,UTC+5,56.2650146,54.929907
Алексеевка,Белгородская,обл,Центральный,1,39026,UTC+3,50.6299647,38.6880342
Белгород,Белгородская,обл,Центральный,2,356426,UTC+3,50.5976472,36.5856652
Бирюч,Белгородская,обл,Центральный,1,7842,UTC+3,50.6484585,38.4005083
Валуйки,Белгородская,обл,Центральный,1,35322,UTC+3,50.2111207,38.0998772
Грайворон,Белгородская,обл,Центральный,1,6234,UTC+3,50.4862958,35.6663877
Губкин,Белгородская,обл,Центральный,1,88562,UTC+3,51.2837123,37.5347759
Короча,Белгородская,обл,Центральный,1,5877,UTC+3,50.8129041,37.1896436
Новый Оскол,Белгородская,обл,Центральный,1,19530,UTC+3,50.7633747,37.8775484
Старый Оскол,Белгородская,обл,Центральный,1,221163,UTC+3,51.2967101,37.8350182
Строитель,Белгородская,обл,Центральный,1,23933,UTC+3,50.7845099,36.4887648
Шебекино,Белгородская,обл,Центральный,1,44277,UTC+3,50.4004883,36.8877889
Брянск,Брянская,обл,Центральный,2,415640,UTC+3,53.2419535,34.3652146
Дятьково,Брянская,обл,Центральный,1,29438,UTC+3,53.5958178,34.3551812
Жуковка,Брянская,обл,Центральный,1,18269,UTC+3,53.5340397,33.7302579
Злынка,Брянская,обл,Центральный,1,5507,UTC+3,52.4267015,31.7360399
Карачев,Брянская,обл,Центральный,1,19715,UTC+3,53.1296524,34.9888727
Клинцы,Брянская,обл,Центральный,0,62510,UTC+3,52.7529119,32.233911
Мглин,Брянская,обл,Центральный,1,7916,UTC+3,53.0599771,32.8468129
Новозыбков,Брянская,обл,Центральный,0,40552,UTC+3,52.537173,31.9357991
Почеп,Брянская,обл,Центральный,1,17933,UTC+3,52.9154851,33.4744058
Севск,Брянская,обл,Центральный,1,7282,UTC+3,52.1483358,34.4918415
Сельцо,Брянская,обл,Центральный,0,17933,UTC+3,53.3739884,34.1059172
Стародуб,Брянская,обл,Центральный,1,19010,UTC+3,52.5852257,32.760403
Сураж,Брянская,обл,Центральный,1,11640,UTC+3,53.0170888,32.3938878
Трубчевск,Брянская,обл,Центральный,1,15014,UTC+3,52.5791734,33.7660547
Унеча,Брянская,обл,Центральный,1,26196,UTC+3,52.8461199,32.6757629
Фокино,Брянская,обл,Центральный,0,13874,UTC+3,53.4554145,34.4159238
Бабушкин,Бурятия,Респ,Дальневосточный,0,4542,UTC+8,51.7112755,105.8673219
Гусиноозерск,Бурятия,Респ,Дальневосточный,1,23280,UTC+8,51.2865048,106.5230319
Закаменск,Бурятия,Респ,Дальневосточный,1,11249,UTC+8,50.372713,103.286699
Кяхта,Бурятия,Респ,Дальневосточный,1,20013,UTC+8,50.346543,106.4533516
Северобайкальск,Бурятия,Респ,Дальневосточный,0,23673,UTC+8,55.635614,109.3361505
Улан-Удэ,Бурятия,Респ,Дальневосточный,2,431922,UTC+8,51.8335853,107.5842223
Александров,Владимирская,обл,Центральный,1,61544,UTC+3,56.391819,38.7111123
Владимир,Владимирская,обл,Центральный,2,348256,UTC+3,56.1280804,40.4084376
Вязники,Владимирская,обл,Центральный,1,41252,UTC+3,56.29773,42.2687398
Гороховец,Владимирская,обл,Центральный,1,14015,UTC+3,56.2021036,42.6926111
Гусь-Хрустальный,Владимирская,обл,Центральный,0,60773,UTC+3,55.6198751,40.6579929
Камешково,Владимирская,обл,Центральный,1,13113,UTC+3,56.3490152,40.9955183
Карабаново,Владимирская,обл,Центральный,0,14868,UTC+3,56.3131822,38.7034257
Киржач,Владимирская,обл,Центральный,1,30044,UTC+3,56.1486863,38.8635701
Ковров,Владимирская,обл,Центральный,0,145492,UTC+3,56.3554349,41.3170576
Кольчугино,Владимирская,обл,Центральный,1,45804,UTC+3,56.3327254,39.391336
Костерево,Владимирская,обл,Центральный,0,9136,UTC+3,55.9337222,39.6247398
Курлово,Владимирская,обл,Центральный,0,6791,UTC+3,55.452698,40.6124108
Лакинск,Владимирская,обл,Центральный,0,15707,UTC+3,56.0180587,39.956551
Меленки,Владимирская,обл,Центральный,1,15208,UTC+3,55.3387515,41.6340046
Муром,Владимирская,обл,Центральный,0,116078,UTC+3,55.5630311,42.0231362
Петушки,Владимирская,обл,Центральный,1,15167,UTC+3,55.9298134,39.4508075
Покров,Владимирская,обл,Центральный,0,17762,UTC+3,55.9166398,39.1734526
Радужный,Владимирская,обл,Центральный,0,18212,UTC+3,55.9960277,40.3321855
Собинка,Владимирская,обл,Центральный,1,19482,UTC+3,55.9939169,40.0179653
Струнино,Владимирская,обл,Центральный,0,14372,UTC+3,56.3749967,38.5839667
Судогда,Владимирская,обл,Центральный,1,11848,UTC+3,55.9498056,40.8562939
Суздаль,Владимирская,обл,Центральный,1,10535,UTC+3,56.4274441,40.4525692
Юрьев-Польский,Владимирская,обл,Центральный,1,19588,UTC+3,56.4937757,39.6680539
Волгоград,Волгоградская,обл,Южный,2,1021244,UTC+3,48.7070042,44.5170339
Волжский,Волгоградская,обл,Южный,0,314436,UTC+3,48.7978209,44.7462538
Дубовка,Волгоградская,обл,Южный,1,14345,UTC+3,49.0554742,44.8270085
Жирновск,Волгоградская,обл,Южный,1,16890,UTC+3,50.9768814,44.7858202
Калач-на-Дону,Волгоградская,обл,Южный,1,26892,UTC+3,48.6889024,43.5306303
Камышин,Волгоградская,обл,Южный,0,119924,UTC+3,50.0651529,45.3844202
Котельниково,Волгоградская,обл,Южный,1,20441,UTC+3,47.6310259,43.1330872
Котово,Волгоградская,обл,Южный,1,24104,UTC+3,50.3205766,44.8030699
Краснослободск,Волгоградская,обл,Южный,0,16007,UTC+3,48.7068721,44.5630857
Ленинск,Волгоградская,обл,Южный,1,15527,UTC+3,48.6936061,45.1992692
Михайловка,Волгоградская,обл,Южный,0,59153,UTC+3,50.0708719,43.2401512
Николаевск,Волгоградская,обл,Южный,1,15081,UTC+3,50.0165306,45.4731658
Новоаннинский,Волгоградская,обл,Южный,1,17911,UTC+3,50.5296067,42.6666439
Палласовка,Волгоградская,обл,Южный,1,15984,UTC+3,50.0500944,46.8804277
Петров Вал,Волгоградская,обл,Южный,0,13264,UTC+3,50.1380557,45.20914
Серафимович,Волгоградская,обл,Южный,1,9368,UTC+3,49.5663183,42.7360402
Суровикино,Волгоградская,обл,Южный,1,20527,UTC+3,48.618917,42.8541163
Урюпинск,Волгоградская,обл,Южный,0,41594,UTC+3,50.7903789,42.0288513
Фролово,Волгоградская,обл,Южный,0,39489,UTC+3,49.7649148,43.6648641
Бабаево,Вологодская,обл,Северо-Западный,1,12074,UTC+3,59.3892583,35.9377058
Белозерск,Вологодская,обл,Северо-Западный,1,9614,UTC+3,60.0308381,37.7890586
Великий Устюг,Вологодская,обл,Северо-Западный,1,31664,UTC+3,60.7603913,46.3054414
Вологда,Вологодская,обл,Северо-Западный,2,301642,UTC+3,59.2483905,39.8355662
Вытегра,Вологодская,обл,Северо-Западный,1,10490,UTC+3,61.0063465,36.4495137
Грязовец,Вологодская,обл,Северо-Западный,1,15528,UTC+3,58.8757553,40.2485362
Кадников,Вологодская,обл,Северо-Западный,0,4797,UTC+3,59.5037764,40.3441148
Кириллов,Вологодская,обл,Северо-Западный,1,7735,UTC+3,59.8591523,38.3748782
Красавино,Вологодская,обл,Северо-Западный,0,7003,UTC+3,60.9612823,46.4814116
Никольск,Вологодская,обл,Северо-Западный,1,8515,UTC+3,59.5351837,45.4576137
Сокол,Вологодская,обл,Северо-Западный,1,38454,UTC+3,59.4758605,40.1114187
Тотьма,Вологодская,обл,Северо-Западный,1,9784,UTC+3,59.9734998,42.7589506
Устюжна,Вологодская,обл,Северо-Западный,1,9478,UTC+3,58.8383117,36.4425478
Харовск,Вологодская,обл,Северо-Западный,1,10078,UTC+3,59.9479423,40.2000298
Череповец,Вологодская,обл,Северо-Западный,0,312311,UTC+3,59.1269212,37.9090497
Бобров,Воронежская,обл,Центральный,1,19738,UTC+3,51.0901649,40.0318256
Богучар,Воронежская,обл,Центральный,1,11811,UTC+3,49.9352454,40.5590801
Борисоглебск,Воронежская,обл,Центральный,1,65585,UTC+3,51.3655754,42.1008334
Бутурлиновка,Воронежская,обл,Центральный,1,27208,UTC+3,50.8311818,40.5976923
Воронеж,Воронежская,обл,Центральный,2,889680,UTC+3,51.6593332,39.1969229
Калач,Воронежская,обл,Центральный,1,20046,UTC+3,50.4242134,41.0162014
Лиски,Воронежская,обл,Центральный,1,55864,UTC+3,50.9945626,39.5184909
Нововоронеж,Воронежская,обл,Центральный,0,32635,UTC+3,51.3091524,39.2162843
Новохоперск,Воронежская,обл,Центральный,1,6849,UTC+3,51.0952211,41.6173404
Острогожск,Воронежская,обл,Центральный,1,33842,UTC+3,50.8677905,39.0407746
Павловск,Воронежская,обл,Центральный,1,25126,UTC+3,50.453455,40.136874
Поворино,Воронежская,обл,Центральный,1,17692,UTC+3,51.1954419,42.2472726
Россошь,Воронежская,обл,Центральный,1,62865,UTC+3,50.1701949,39.6226965
Семилуки,Воронежская,обл,Центральный,1,26025,UTC+3,51.6951644,39.0190454
Эртиль,Воронежская,обл,Центральный,1,11387,UTC+3,51.830932,40.8074182
Буйнакск,Дагестан,Респ,Северо-Кавказский,0,65735,UTC+3,42.8214424,47.1165263
Дагестанские Огни,Дагестан,Респ,Северо-Кавказский,0,30671,UTC+3,42.1152296,48.1939354
Дербент,Дагестан,Респ,Северо-Кавказский,0,119961,UTC+3,42.058966,48.2907452
Избербаш,Дагестан,Респ,Северо-Кавказский,0,56301,UTC+3,42.5650962,47.8710051
Каспийск,Дагестан,Респ,Северо-Кавказский,0,103914,UTC+3,42.8916007,47.6367066
Кизилюрт,Дагестан,Респ,Северо-Кавказский,0,36187,UTC+3,43.203825,46.8729636
Кизляр,Дагестан,Респ,Северо-Кавказский,0,49169,UTC+3,43.8484083,46.7233699
Махачкала,Дагестан,Респ,Северо-Кавказский,2,577990,UTC+3,42.9849159,47.5047181
Хасавюрт,Дагестан,Респ,Северо-Кавказский,0,133929,UTC+3,43.2504665,46.5851292
Южно-Сухокумск,Дагестан,Респ,Северо-Кавказский,0,10048,UTC+3,44.6602467,45.6499523
Биробиджан,Еврейская,Аобл,Дальневосточный,2,75419,UTC+10,48.7946446,132.9217207
Облучье,Еврейская,Аобл,Дальневосточный,1,9379,UTC+10,49.0189345,131.0540102
Балей,Забайкальский,край,Дальневосточный,1,12536,UTC+9,51.5823759,116.6379549
Борзя,Забайкальский,край,Дальневосточный,1,31376,UTC+9,50.3876058,116.5234779
Краснокаменск,Забайкальский,край,Дальневосточный,1,55668,UTC+9,50.0929703,118.0323936
Могоча,Забайкальский,край,Дальневосточный,1,13228,UTC+9,53.7361398,119.7660867
Нерчинск,Забайкальский,край,Дальневосточный,1,14976,UTC+9,51.9594977,116.5852383
Петровск-Забайкальский,Забайкальский,край,Дальневосточный,1,18555,UTC+9,51.2748592,108.846681
Сретенск,Забайкальский,край,Дальневосточный,1,6850,UTC+9,52.2461454,117.7117842
Хилок,Забайкальский,край,Дальневосточный,1,11530,UTC+9,51.3634856,110.4590898
Чита,Забайкальский,край,Дальневосточный,2,323964,UTC+9,52.0340142,113.4994
Шилка,Забайкальский,край,Дальневосточный,1,13947,UTC+9,51.8497035,116.0334461
Вичуга,Ивановская,обл,Центральный,1,37609,UTC+3,57.2044698,41.9132201
Гаврилов Посад,Ивановская,обл,Центральный,1,6434,UTC+3,56.5586946,40.1228906
Заволжск,Ивановская,обл,Центральный,1,12045,UTC+3,57.4918141,42.1375625
Иваново,Ивановская,обл,Центральный,2,409277,UTC+3,56.9993792,40.9728272
Кинешма,Ивановская,обл,Центральный,0,88113,UTC+3,57.4425463,42.168914
Комсомольск,Ивановская,обл,Центральный,1,8693,UTC+3,57.0273052,40.3776851
Кохма,Ивановская,обл,Центральный,1,29408,UTC+3,56.9324606,41.0931657
Наволоки,Ивановская,обл,Центральный,0,10207,UTC+3,57.4679066,41.9608002
Плес,Ивановская,обл,Центральный,0,2341,UTC+3,57.4606031,41.5122672
Приволжск,Ивановская,обл,Центральный,1,16749,UTC+3,57.3805743,41.2808565
Пучеж,Ивановская,обл,Центральный,1,8583,UTC+3,56.9820688,43.1683321
Родники,Ивановская,обл,Центральный,1,26318,UTC+3,57.1025975,41.7298834
Тейково,Ивановская,обл,Центральный,1,34993,UTC+3,56.8542719,40.5353874
Фурманов,Ивановская,обл,Центральный,1,36149,UTC+3,57.2539276,41.1054432
Шуя,Ивановская,обл,Центральный,1,58528,UTC+3,56.8560234,41.3800939
Южа,Ивановская,обл,Центральный,1,14170,UTC+3,56.5926877,42.0458099
Юрьевец,Ивановская,обл,Центральный,1,10205,UTC+3,57.3177781,43.1110401
Карабулак,Ингушетия,Респ,Северо-Кавказский,0,31081,UTC+3,43.3055248,44.9094582
Магас,Ингушетия,Респ,Северо-Кавказский,2,2505,UTC+3,43.1688611,44.8131207
Малгобек,Ингушетия,Респ,Северо-Кавказский,0,31076,UTC+3,43.5096646,44.5901963
Назрань,Ингушетия,Респ,Северо-Кавказский,1,93357,UTC+3,43.2257841,44.7645779
Сунжа,Ингушетия,Респ,Северо-Кавказский,1,64493,UTC+3,43.3204196,45.0476331
Алзамай,Иркутская,обл,Сибирский,0,6751,UTC+8,55.5551233,98.6643699
Ангарск,Иркутская,обл,Сибирский,0,233765,UTC+8,52.544879,103.888543
Байкальск,Иркутская,обл,Сибирский,0,13589,UTC+8,51.5230393,104.1487532
Бирюсинск,Иркутская,обл,Сибирский,0,8981,UTC+8,55.9609167,97.8205348
Бодайбо,Иркутская,обл,Сибирский,0,15331,UTC+8,57.8468636,114.1866287
Братск,Иркутская,обл,Сибирский,0,246348,UTC+8,56.1513108,101.6340035
Вихоревка,Иркутская,обл,Сибирский,0,22528,UTC+8,56.1208145,101.1702926
Железногорск-Илимский,Иркутская,обл,Сибирский,1,26134,UTC+8,56.5847888,104.114275
Зима,Иркутская,обл,Сибирский,0,32522,UTC+8,53.920693,102.0491772
Иркутск,Иркутская,обл,Сибирский,2,587225,UTC+8,52.2864036,104.2807466
Киренск,Иркутская,обл,Сибирский,1,12652,UTC+8,57.7756595,108.1109412
Нижнеудинск,Иркутская,обл,Сибирский,0,37056,UTC+8,54.8968931,99.0314056
Саянск,Иркутская,обл,Сибирский,0,40786,UTC+8,54.1107238,102.18015
Свирск,Иркутская,обл,Сибирский,0,13649,UTC+8,53.0842668,103.3364093
Слюдянка,Иркутская,обл,Сибирский,1,18542,UTC+8,51.6563983,103.7187545
Тайшет,Иркутская,обл,Сибирский,0,35481,UTC+8,55.9405334,98.0030145
Тулун,Иркутская,обл,Сибирский,0,44603,UTC+8,54.557162,100.5780603
Усолье-Сибирское,Иркутская,обл,Сибирский,0,83364,UTC+8,52.7565808,103.6388109
Усть-Илимск,Иркутская,обл,Сибирский,0,86591,UTC+8,57.9430504,102.7415734
Усть-Кут,Иркутская,обл,Сибирский,0,45061,UTC+8,56.7928178,105.7757343
Черемхово,Иркутская,обл,Сибирский,0,52650,UTC+8,53.1369095,103.0901268
Шелехов,Иркутская,обл,Сибирский,0,47960,UTC+8,52.2102538,104.0973294
Баксан,Кабардино-Балкарская,Респ,Северо-Кавказский,1,36857,UTC+3,43.6819137,43.5345036
Майский,Кабардино-Балкарская,Респ,Северо-Кавказский,1,26755,UTC+3,43.6281516,44.0517314
Нальчик,Кабардино-Балкарская,Респ,Северо-Кавказский,2,240095,UTC+3,43.4845464,43.60713
Нарткала,Кабардино-Балкарская,Респ,Северо-Кавказский,1,31679,UTC+3,43.5578075,43.8575925
Прохладный,Кабардино-Балкарская,Респ,Северо-Кавказский,0,59595,UTC+3,43.7589602,44.0102409
Терек,Кабардино-Балкарская,Респ,Северо-Кавказский,1,19170,UTC+3,43.4839358,44.1402161
Тырныауз,Кабардино-Балкарская,Респ,Северо-Кавказский,1,21000,UTC+3,43.3981585,42.9213582
Чегем,Кабардино-Балкарская,Респ,Северо-Кавказский,1,17988,UTC+3,43.5671525,43.5865792
Багратионовск,Калининградская,обл,Северо-Западный,1,6399,UTC+2,54.3866518,20.6418091
Балтийск,Калининградская,обл,Северо-Западный,1,32670,UTC+2,54.6513372,19.9140572
Гвардейск,Калининградская,обл,Северо-Западный,1,13888,UTC+2,54.6588378,21.0501388
Гурьевск,Калининградская,обл,Северо-Западный,1,12433,UTC+2,54.770638,20.6039767
Гусев,Калининградская,обл,Северо-Западный,1,28260,UTC+2,54.5915455,22.1942445
Зеленоградск,Калининградская,обл,Северо-Западный,1,13015,UTC+2,54.9600185,20.4753652
Калининград,Калининградская,обл,Северо-Западный,2,431491,UTC+2,54.7074702,20.5073241
Краснознаменск,Калининградская,обл,Северо-Западный,1,3522,UTC+2,54.9453423,22.4928745
Ладушкин,Калининградская,обл,Северо-Западный,0,3788,UTC+2,54.5692156,20.1690153
Мамоново,Калининградская,обл,Северо-Западный,0,7757,UTC+2,54.4646036,19.9453482
Неман,Калининградская,обл,Северо-Западный,1,11794,UTC+2,55.0316524,22.0324064
Нестеров,Калининградская,обл,Северо-Западный,1,4584,UTC+2,54.6313814,22.5713736
Озерск,Калининградская,обл,Северо-Западный,1,4740,UTC+2,54.4084705,22.0134438
Пионерский,Калининградская,обл,Северо-Западный,0,11017,UTC+2,54.9516574,20.2277424
Полесск,Калининградская,обл,Северо-Западный,1,7580,UTC+2,54.8625126,21.0998067
Правдинск,Калининградская,обл,Северо-Западный,1,4323,UTC+2,54.4430986,21.0085269
Приморск,Калининградская,обл,Северо-Западный,0,1956,UTC+2,54.7311437,19.9981926
Светлогорск,Калининградская,обл,Северо-Западный,1,10775,UTC+2,54.9439286,20.1514295
Светлый,Калининградская,обл,Северо-Западный,0,21380,UTC+2,54.6772897,20.1357595
Славск,Калининградская,обл,Северо-Западный,1,4614,UTC+2,55.0449714,21.6742367
Советск,Калининградская,обл,Северо-Западный,0,41709,UTC+2,55.0809336,21.8886106
Черняховск,Калининградская,обл,Северо-Западный,1,40464,UTC+2,54.6244751,21.7969062
Городовиковск,Калмыкия,Респ,Южный,1,9565,UTC+3,46.0875083,41.935537
Лагань,Калмыкия,Респ,Южный,1,14323,UTC+3,45.3930912,47.3432602
Элиста,Калмыкия,Респ,Южный,2,103728,UTC+3,46.3083344,44.2702088
Балабаново,Калужская,обл,Центральный,0,26337,UTC+3,55.1773714,36.6566951
Белоусово,Калужская,обл,Центральный,0,8432,UTC+3,55.0956803,36.677629
Боровск,Калужская,обл,Центральный,1,12283,UTC+3,55.2130096,36.4926251
Ермолино,Калужская,обл,Центральный,0,10409,UTC+3,55.1971758,36.5952722
Жиздра,Калужская,обл,Центральный,1,5585,UTC+3,53.7521926,34.7386592
Жуков,Калужская,обл,Центральный,1,12150,UTC+3,55.0301833,36.7394903
Калуга,Калужская,обл,Центральный,2,325185,UTC+3,54.5059848,36.2516245
Киров,Калужская,обл,Центральный,1,31888,UTC+3,54.0790111,34.3076201
Козельск,Калужская,обл,Центральный,1,18203,UTC+3,54.0347201,35.780768
Кондрово,Калужская,обл,Центральный,1,16672,UTC+3,54.7959473,35.9274842
Кременки,Калужская,обл,Центральный,0,11617,UTC+3,54.8862447,37.1168701
Людиново,Калужская,обл,Центральный,1,40550,UTC+3,53.8700828,34.4385915
Малоярославец,Калужская,обл,Центральный,1,30401,UTC+3,55.0177123,36.4633603
Медынь,Калужская,обл,Центральный,1,8298,UTC+3,54.9689785,35.8872168
Мещовск,Калужская,обл,Центральный,1,4101,UTC+3,54.3191471,35.2816918
Мосальск,Калужская,обл,Центральный,1,4285,UTC+3,54.4824939,34.9872239
Обнинск,Калужская,обл,Центральный,0,104798,UTC+3,55.0943144,36.6121639
Сосенский,Калужская,обл,Центральный,0,12394,UTC+3,54.0566016,35.9621646
Спас-Деменск,Калужская,обл,Центральный,1,4904,UTC+3,54.409922,34.0189631
Сухиничи,Калужская,обл,Центральный,1,16295,UTC+3,54.097296,35.3443568
Таруса,Калужская,обл,Центральный,0,9656,UTC+3,54.7236477,37.1671
Юхнов,Калужская,обл,Центральный,1,7056,UTC+3,54.7446445,35.2424346
Вилючинск,Камчатский,край,Дальневосточный,0,22905,UTC+12,52.9302415,158.4057632
Елизово,Камчатский,край,Дальневосточный,1,39548,UTC+12,53.1830375,158.3883548
Петропавловск-Камчатский,Камчатский,край,Дальневосточный,2,179526,UTC+12,53.036908,158.6559254
Карачаевск,Карачаево-Черкесская,Респ,Северо-Кавказский,1,23848,UTC+3,43.7732525,41.9143472
Теберда,Карачаево-Черкесская,Респ,Северо-Кавказский,0,9097,UTC+3,43.4437731,41.7415142
Усть-Джегута,Карачаево-Черкесская,Респ,Северо-Кавказский,1,30602,UTC+3,44.0838442,41.9711046
Черкесск,Карачаево-Черкесская,Респ,Северо-Кавказский,2,121439,UTC+3,44.2269425,42.0466704
Беломорск,Карелия,Респ,Северо-Западный,1,11217,UTC+3,64.5378417,34.7799462
Кемь,Карелия,Респ,Северо-Западный,0,13061,UTC+3,64.9543539,34.5949263
Кондопога,Карелия,Респ,Северо-Западный,1,32978,UTC+3,62.2059817,34.2682122
Костомукша,Карелия,Респ,Северо-Западный,0,28433,UTC+3,64.5889398,30.6016832
Лахденпохья,Карелия,Респ,Северо-Западный,1,7818,UTC+3,61.518881,30.1996116
Медвежьегорск,Карелия,Респ,Северо-Западный,1,15536,UTC+3,62.9127626,34.4568489
Олонец,Карелия,Респ,Северо-Западный,1,9060,UTC+3,60.9794025,32.9725519
Петрозаводск,Карелия,Респ,Северо-Западный,2,263540,UTC+3,61.7891264,34.3596434
Питкяранта,Карелия,Респ,Северо-Западный,1,11484,UTC+3,61.5757191,31.4640557
Пудож,Карелия,Респ,Северо-Западный,1,9698,UTC+3,61.8058821,36.5329941
Сегежа,Карелия,Респ,Северо-Западный,1,29660,UTC+3,63.7437572,34.3126982
Сортавала,Карелия,Респ,Северо-Западный,0,19215,UTC+3,61.703367,30.6916998
Суоярви,Карелия,Респ,Северо-Западный,1,9763,UTC+3,62.0787293,32.3499386
Анжеро-Судженск,Кемеровская область - Кузбасс,обл,Сибирский,0,76669,UTC+7,56.0786281,86.0201278
